Time,FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,AccX,AccY,AccZ,Gyro1,Gyro2,Gyro3,Battery,Counter,Validation
529037.7904614,-750000.125,45677.40234375,-750000.125,-228340.78125,46087.8671875,46202.21875,-750000.125,-750000.125,-0.35400390625,0.932861328125,-0.083740234375,0.7019042372703552,2.471923589706421,0.1525878757238388,73.33333587646484,832006.0,1.0
529037.7947395,-750000.125,42321.15234375,-750000.125,-227881.328125,45189.86328125,45734.890625,-750000.125,-750000.125,-0.353515625,0.93359375,-0.083984375,0.6408690810203552,2.380370855331421,0.0610351525247097,73.33333587646484,832007.0,1.0
529037.7947563,-750000.125,37232.734375,-750000.125,-227551.140625,44449.39453125,45070.1484375,-750000.125,-750000.125,-0.354248046875,0.931884765625,-0.083984375,0.4882812201976776,2.471923589706421,0.0915527269244194,73.33333587646484,832008.0,1.0
529037.7967756,-750000.125,41996.16015625,-750000.125,-227819.265625,45593.5390625,45950.359375,-750000.125,-750000.125,-0.35400390625,0.93017578125,-0.084716796875,0.4882812201976776,2.380370855331421,-0.03051757626235485,73.33333587646484,832009.0,1.0
529037.8086868,-750000.125,45772.7109375,-750000.125,-228319.765625,46284.5625,46360.828125,-750000.125,-750000.125,-0.354248046875,0.929443359375,-0.084228515625,0.4882812201976776,2.410888433456421,-0.03051757626235485,73.33333587646484,832010.0,1.0
529037.808708,-750000.125,45953.04296875,-750000.125,-228375.296875,46377.45703125,46471.3359375,-750000.125,-750000.125,-0.351318359375,0.930419921875,-0.08349609375,0.5493163466453552,2.502441167831421,-0.0915527269244194,73.33333587646484,832011.0,1.0
529037.811125,-750000.125,42716.95703125,-750000.125,-227916.1875,45652.09765625,46090.28125,-750000.125,-750000.125,-0.35302734375,0.928955078125,-0.082275390625,0.6103515028953552,2.441406011581421,-0.0915527269244194,73.33333587646484,832012.0,1.0
529037.811146,-750000.125,37712.66796875,-750000.125,-227584.578125,44964.6484375,45519.41796875,-750000.125,-750000.125,-0.353515625,0.928466796875,-0.081298828125,0.6408690810203552,2.441406011581421,-0.1220703050494194,73.33333587646484,832013.0,1.0
529037.8169005,-750000.125,42403.31640625,-750000.125,-227852.4375,45970.56640625,46258.90625,-750000.125,-750000.125,-0.35205078125,0.929931640625,-0.081298828125,0.7324218153953552,2.532958745956421,-0.0915527269244194,73.33333587646484,832014.0,1.0
529037.8194985,-750000.125,46052.46484375,-750000.125,-228353.484375,46554.75390625,46627.70703125,-750000.125,-750000.125,-0.353515625,0.93212890625,-0.081298828125,0.7934569716453552,2.532958745956421,-0.03051757626235485,73.33333587646484,832015.0,1.0
529037.8305525,-750000.125,46227.61328125,-750000.125,-228410.34375,46657.30078125,46739.19921875,-750000.125,-750000.125,-0.354736328125,0.93212890625,-0.08349609375,0.7934569716453552,2.532958745956421,-0.1220703050494194,73.33333587646484,832016.0,1.0
529037.8405204,-750000.125,43117.5,-750000.125,-227948.828125,46086.6171875,46432.265625,-750000.125,-750000.125,-0.35205078125,0.931884765625,-0.080322265625,0.8850097060203552,2.593993902206421,-0.03051757626235485,73.33333587646484,832017.0,1.0
529037.8405464,-750000.125,38192.515625,-750000.125,-227616.40625,45466.40234375,45955.01171875,-750000.125,-750000.125,-0.3525390625,0.931396484375,-0.082763671875,0.8239745497703552,2.563476324081421,-0.1220703050494194,73.33333587646484,832018.0,1.0
529037.8405508,-750000.125,42804.57421875,-750000.125,-227884.453125,46328.55078125,46560.20703125,-750000.125,-750000.125,-0.35009765625,0.932861328125,-0.08251953125,0.7934569716453552,2.502441167831421,-0.2746581733226776,73.33333587646484,832019.0,1.0
529037.8429077,-750000.125,46326.40625,-750000.125,-228384.5,46819.3984375,46890.02734375,-750000.125,-750000.125,-0.3505859375,0.931884765625,-0.08349609375,0.8239745497703552,2.563476324081421,-0.3051757514476776,73.33333587646484,832020.0,1.0
529037.8455431,-750000.125,46495.83203125,-750000.125,-228440.03125,46925.96875,47001.16015625,-750000.125,-750000.125,-0.353271484375,0.931640625,-0.084716796875,0.7934569716453552,2.471923589706421,-0.3051757514476776,73.33333587646484,832021.0,1.0
529037.8517307,-750000.125,43503.73828125,-750000.125,-227980.46875,46487.33984375,46758.6015625,-750000.125,-750000.125,-0.352783203125,0.932373046875,-0.086181640625,0.7629393935203552,2.502441167831421,-0.2441406100988388,73.33333587646484,832022.0,1.0
529037.8610118,-750000.125,38663.87109375,-750000.125,-227650.46875,45949.64453125,46377.01171875,-750000.125,-750000.125,-0.35302734375,0.9326171875,-0.087890625,0.6713866591453552,2.502441167831421,-0.1220703050494194,73.33333587646484,832023.0,1.0
